word,lemma,part_of_speech,cefr,english,tense,person
taglierebbero,tagliare,verb_form,B1,to cut,conditional,loro
cuocere,cuocere,verb_form,B1,to cook (heat),infinitive,
cuoco,cuocere,verb_form,B1,to cook (heat),present,io
cuoci,cuocere,verb_form,B1,to cook (heat),present,tu
cuoce,cuocere,verb_form,B1,to cook (heat),present,lui/lei
cuociamo,cuocere,verb_form,B1,to cook (heat),present,noi
cuocete,cuocere,verb_form,B1,to cook (heat),present,voi
cuocono,cuocere,verb_form,B1,to cook (heat),present,loro
cuocevo,cuocere,verb_form,B1,to cook (heat),imperfect,io
cuocevi,cuocere,verb_form,B1,to cook (heat),imperfect,tu
cuoceva,cuocere,verb_form,B1,to cook (heat),imperfect,lui/lei
cuocevamo,cuocere,verb_form,B1,to cook (heat),imperfect,noi
cuocevate,cuocere,verb_form,B1,to cook (heat),imperfect,voi
cuocevano,cuocere,verb_form,B1,to cook (heat),imperfect,loro
cuocuto,cuocere,verb_form,B1,to cook (heat),past_participle,
cuocendo,cuocere,verb_form,B1,to cook (heat),gerund,
cuocerò,cuocere,verb_form,B1,to cook (heat),future,io
cuocerai,cuocere,verb_form,B1,to cook (heat),future,tu
cuocerà,cuocere,verb_form,B1,to cook (heat),future,lui/lei
cuoceremo,cuocere,verb_form,B1,to cook (heat),future,noi
cuocerete,cuocere,verb_form,B1,to cook (heat),future,voi
cuoceranno,cuocere,verb_form,B1,to cook (heat),future,loro
cuocerei,cuocere,verb_form,B1,to cook (heat),conditional,io
cuoceresti,cuocere,verb_form,B1,to cook (heat),conditional,tu
cuocerebbe,cuocere,verb_form,B1,to cook (heat),conditional,lui/lei
cuoceremmo,cuocere,verb_form,B1,to cook (heat),conditional,noi
cuocereste,cuocere,verb_form,B1,to cook (heat),conditional,voi
cuocerebbero,cuocere,verb_form,B1,to cook (heat),conditional,loro
lavare,lavare,verb_form,B1,to wash,infinitive,
lavo,lavare,verb_form,B1,to wash,present,io
lavi,lavare,verb_form,B1,to wash,present,tu
lava,lavare,verb_form,B1,to wash,present,lui/lei
laviamo,lavare,verb_form,B1,to wash,present,noi
lavate,lavare,verb_form,B1,to wash,present,voi
lavano,lavare,verb_form,B1,to wash,present,loro
lavavo,lavare,verb_form,B1,to wash,imperfect,io
lavavi,lavare,verb_form,B1,to wash,imperfect,tu
lavava,lavare,verb_form,B1,to wash,imperfect,lui/lei
lavavamo,lavare,verb_form,B1,to wash,imperfect,noi
lavavate,lavare,verb_form,B1,to wash,imperfect,voi
lavavano,lavare,verb_form,B1,to wash,imperfect,loro
lavato,lavare,verb_form,B1,to wash,past_participle,
lavando,lavare,verb_form,B1,to wash,gerund,
laverò,lavare,verb_form,B1,to wash,future,io
laverai,lavare,verb_form,B1,to wash,future,tu
laverà,lavare,verb_form,B1,to wash,future,lui/lei
laveremo,lavare,verb_form,B1,to wash,future,noi
laverete,lavare,verb_form,B1,to wash,future,voi
laveranno,lavare,verb_form,B1,to wash,future,loro
laverei,lavare,verb_form,B1,to wash,conditional,io
laveresti,lavare,verb_form,B1,to wash,conditional,tu
laverebbe,lavare,verb_form,B1,to wash,conditional,lui/lei
laveremmo,lavare,verb_form,B1,to wash,conditional,noi
lavereste,lavare,verb_form,B1,to wash,conditional,voi
laverebbero,lavare,verb_form,B1,to wash,conditional,loro
asciugare,asciugare,verb_form,B1,to dry,infinitive,
asciugo,asciugare,verb_form,B1,to dry,present,io
asciugi,asciugare,verb_form,B1,to dry,present,tu
asciuga,asciugare,verb_form,B1,to dry,present,lui/lei
asciugiamo,asciugare,verb_form,B1,to dry,present,noi
asciugate,asciugare,verb_form,B1,to dry,present,voi
asciugano,asciugare,verb_form,B1,to dry,present,loro
asciugavo,asciugare,verb_form,B1,to dry,imperfect,io
asciugavi,asciugare,verb_form,B1,to dry,imperfect,tu
asciugava,asciugare,verb_form,B1,to dry,imperfect,lui/lei
asciugavamo,asciugare,verb_form,B1,to dry,imperfect,noi
asciugavate,asciugare,verb_form,B1,to dry,imperfect,voi
asciugavano,asciugare,verb_form,B1,to dry,imperfect,loro
asciugato,asciugare,verb_form,B1,to dry,past_participle,
asciugando,asciugare,verb_form,B1,to dry,gerund,
asciugerò,asciugare,verb_form,B1,to dry,future,io
asciugerai,asciugare,verb_form,B1,to dry,future,tu
asciugerà,asciugare,verb_form,B1,to dry,future,lui/lei
asciugeremo,asciugare,verb_form,B1,to dry,future,noi
asciugerete,asciugare,verb_form,B1,to dry,future,voi
asciugeranno,asciugare,verb_form,B1,to dry,future,loro
asciugerei,asciugare,verb_form,B1,to dry,conditional,io
asciugeresti,asciugare,verb_form,B1,to dry,conditional,tu
asciugerebbe,asciugare,verb_form,B1,to dry,conditional,lui/lei
asciugeremmo,asciugare,verb_form,B1,to dry,conditional,noi
asciugereste,asciugare,verb_form,B1,to dry,conditional,voi
asciugerebbero,asciugare,verb_form,B1,to dry,conditional,loro
ordinare,ordinare,verb_form,B1,to order,infinitive,
ordino,ordinare,verb_form,B1,to order,present,io
ordini,ordinare,verb_form,B1,to order,present,tu
ordina,ordinare,verb_form,B1,to order,present,lui/lei
ordiniamo,ordinare,verb_form,B1,to order,present,noi
ordinate,ordinare,verb_form,B1,to order,present,voi
ordinano,ordinare,verb_form,B1,to order,present,loro
ordinavo,ordinare,verb_form,B1,to order,imperfect,io
ordinavi,ordinare,verb_form,B1,to order,imperfect,tu
ordinava,ordinare,verb_form,B1,to order,imperfect,lui/lei
ordinavamo,ordinare,verb_form,B1,to order,imperfect,noi
ordinavate,ordinare,verb_form,B1,to order,imperfect,voi
ordinavano,ordinare,verb_form,B1,to order,imperfect,loro
ordinato,ordinare,verb_form,B1,to order,past_participle,
ordinando,ordinare,verb_form,B1,to order,gerund,
ordinerò,ordinare,verb_form,B1,to order,future,io
ordinerai,ordinare,verb_form,B1,to order,future,tu
ordinerà,ordinare,verb_form,B1,to order,future,lui/lei
ordineremo,ordinare,verb_form,B1,to order,future,noi
ordinerete,ordinare,verb_form,B1,to order,future,voi
ordineranno,ordinare,verb_form,B1,to order,future,loro
ordinerei,ordinare,verb_form,B1,to order,conditional,io
ordineresti,ordinare,verb_form,B1,to order,conditional,tu
ordinerebbe,ordinare,verb_form,B1,to order,conditional,lui/lei
ordineremmo,ordinare,verb_form,B1,to order,conditional,noi
ordinereste,ordinare,verb_form,B1,to order,conditional,voi
ordinerebbero,ordinare,verb_form,B1,to order,conditional,loro
consigliare,consigliare,verb_form,B1,to recommend,infinitive,
consiglio,consigliare,verb_form,B1,to recommend,present,io
consiglii,consigliare,verb_form,B1,to recommend,present,tu
consiglia,consigliare,verb_form,B1,to recommend,present,lui/lei
consigliiamo,consigliare,verb_form,B1,to recommend,present,noi
consigliate,consigliare,verb_form,B1,to recommend,present,voi
consigliano,consigliare,verb_form,B1,to recommend,present,loro
consigliavo,consigliare,verb_form,B1,to recommend,imperfect,io
consigliavi,consigliare,verb_form,B1,to recommend,imperfect,tu
consigliava,consigliare,verb_form,B1,to recommend,imperfect,lui/lei
consigliavamo,consigliare,verb_form,B1,to recommend,imperfect,noi
consigliavate,consigliare,verb_form,B1,to recommend,imperfect,voi
consigliavano,consigliare,verb_form,B1,to recommend,imperfect,loro
consigliato,consigliare,verb_form,B1,to recommend,past_participle,
consigliando,consigliare,verb_form,B1,to recommend,gerund,
consiglierò,consigliare,verb_form,B1,to recommend,future,io
consiglierai,consigliare,verb_form,B1,to recommend,future,tu
consiglierà,consigliare,verb_form,B1,to recommend,future,lui/lei
consiglieremo,consigliare,verb_form,B1,to recommend,future,noi
consiglierete,consigliare,verb_form,B1,to recommend,future,voi
consiglieranno,consigliare,verb_form,B1,to recommend,future,loro
consiglierei,consigliare,verb_form,B1,to recommend,conditional,io
consiglieresti,consigliare,verb_form,B1,to recommend,conditional,tu
consiglierebbe,consigliare,verb_form,B1,to recommend,conditional,lui/lei
consiglieremmo,consigliare,verb_form,B1,to recommend,conditional,noi
consigliereste,consigliare,verb_form,B1,to recommend,conditional,voi
consiglierebbero,consigliare,verb_form,B1,to recommend,conditional,loro
invitare,invitare,verb_form,B1,to invite,infinitive,
invito,invitare,verb_form,B1,to invite,present,io
inviti,invitare,verb_form,B1,to invite,present,tu
invita,invitare,verb_form,B1,to invite,present,lui/lei
invitiamo,invitare,verb_form,B1,to invite,present,noi
invitate,invitare,verb_form,B1,to invite,present,voi
invitano,invitare,verb_form,B1,to invite,present,loro
invitavo,invitare,verb_form,B1,to invite,imperfect,io
invitavi,invitare,verb_form,B1,to invite,imperfect,tu
invitava,invitare,verb_form,B1,to invite,imperfect,lui/lei
invitavamo,invitare,verb_form,B1,to invite,imperfect,noi
invitavate,invitare,verb_form,B1,to invite,imperfect,voi
invitavano,invitare,verb_form,B1,to invite,imperfect,loro
invitato,invitare,verb_form,B1,to invite,past_participle,
invitando,invitare,verb_form,B1,to invite,gerund,
inviterò,invitare,verb_form,B1,to invite,future,io
inviterai,invitare,verb_form,B1,to invite,future,tu
inviterà,invitare,verb_form,B1,to invite,future,lui/lei
inviteremo,invitare,verb_form,B1,to invite,future,noi
inviterete,invitare,verb_form,B1,to invite,future,voi
inviteranno,invitare,verb_form,B1,to invite,future,loro
inviterei,invitare,verb_form,B1,to invite,conditional,io
inviteresti,invitare,verb_form,B1,to invite,conditional,tu
inviterebbe,invitare,verb_form,B1,to invite,conditional,lui/lei
inviteremmo,invitare,verb_form,B1,to invite,conditional,noi
invitereste,invitare,verb_form,B1,to invite,conditional,voi
inviterebbero,invitare,verb_form,B1,to invite,conditional,loro
raccogliere,raccogliere,verb_form,B1,to collect,infinitive,
raccoglio,raccogliere,verb_form,B1,to collect,present,io
raccoglii,raccogliere,verb_form,B1,to collect,present,tu
raccoglie,raccogliere,verb_form,B1,to collect,present,lui/lei
raccogliiamo,raccogliere,verb_form,B1,to collect,present,noi
raccogliete,raccogliere,verb_form,B1,to collect,present,voi
raccogliono,raccogliere,verb_form,B1,to collect,present,loro
raccoglievo,raccogliere,verb_form,B1,to collect,imperfect,io
raccoglievi,raccogliere,verb_form,B1,to collect,imperfect,tu
raccoglieva,raccogliere,verb_form,B1,to collect,imperfect,lui/lei
raccoglievamo,raccogliere,verb_form,B1,to collect,imperfect,noi
raccoglievate,raccogliere,verb_form,B1,to collect,imperfect,voi
raccoglievano,raccogliere,verb_form,B1,to collect,imperfect,loro
raccogliuto,raccogliere,verb_form,B1,to collect,past_participle,
raccogliendo,raccogliere,verb_form,B1,to collect,gerund,
raccoglierò,raccogliere,verb_form,B1,to collect,future,io
raccoglierai,raccogliere,verb_form,B1,to collect,future,tu
raccoglierà,raccogliere,verb_form,B1,to collect,future,lui/lei
raccoglieremo,raccogliere,verb_form,B1,to collect,future,noi
raccoglierete,raccogliere,verb_form,B1,to collect,future,voi
raccoglieranno,raccogliere,verb_form,B1,to collect,future,loro
raccoglierei,raccogliere,verb_form,B1,to collect,conditional,io
raccoglieresti,raccogliere,verb_form,B1,to collect,conditional,tu
raccoglierebbe,raccogliere,verb_form,B1,to collect,conditional,lui/lei
raccoglieremmo,raccogliere,verb_form,B1,to collect,conditional,noi
raccogliereste,raccogliere,verb_form,B1,to collect,conditional,voi
raccoglierebbero,raccogliere,verb_form,B1,to collect,conditional,loro
prenotare,prenotare,verb_form,B1,to book / to reserve,infinitive,
prenoto,prenotare,verb_form,B1,to book / to reserve,present,io
prenoti,prenotare,verb_form,B1,to book / to reserve,present,tu
prenota,prenotare,verb_form,B1,to book / to reserve,present,lui/lei
prenotiamo,prenotare,verb_form,B1,to book / to reserve,present,noi
prenotate,prenotare,verb_form,B1,to book / to reserve,present,voi
prenotano,prenotare,verb_form,B1,to book / to reserve,present,loro
prenotavo,prenotare,verb_form,B1,to book / to reserve,imperfect,io
prenotavi,prenotare,verb_form,B1,to book / to reserve,imperfect,tu
prenotava,prenotare,verb_form,B1,to book / to reserve,imperfect,lui/lei
prenotavamo,prenotare,verb_form,B1,to book / to reserve,imperfect,noi
prenotavate,prenotare,verb_form,B1,to book / to reserve,imperfect,voi
prenotavano,prenotare,verb_form,B1,to book / to reserve,imperfect,loro
prenotato,prenotare,verb_form,B1,to book / to reserve,past_participle,
prenotando,prenotare,verb_form,B1,to book / to reserve,gerund,
prenoterò,prenotare,verb_form,B1,to book / to reserve,future,io
prenoterai,prenotare,verb_form,B1,to book / to reserve,future,tu
prenoterà,prenotare,verb_form,B1,to book / to reserve,future,lui/lei
prenoteremo,prenotare,verb_form,B1,to book / to reserve,future,noi
prenoterete,prenotare,verb_form,B1,to book / to reserve,future,voi
prenoteranno,prenotare,verb_form,B1,to book / to reserve,future,loro
prenoterei,prenotare,verb_form,B1,to book / to reserve,conditional,io
prenoteresti,prenotare,verb_form,B1,to book / to reserve,conditional,tu
prenoterebbe,prenotare,verb_form,B1,to book / to reserve,conditional,lui/lei
prenoteremmo,prenotare,verb_form,B1,to book / to reserve,conditional,noi
prenotereste,prenotare,verb_form,B1,to book / to reserve,conditional,voi
prenoterebbero,prenotare,verb_form,B1,to book / to reserve,conditional,loro
salire,salire,verb_form,B1,to go up,infinitive,
salgo,salire,verb_form,B1,to go up,present,io
sali,salire,verb_form,B1,to go up,present,tu
sale,salire,verb_form,B1,to go up,present,lui/lei
saliamo,salire,verb_form,B1,to go up,present,noi
salite,salire,verb_form,B1,to go up,present,voi
salgono,salire,verb_form,B1,to go up,present,loro
salivo,salire,verb_form,B1,to go up,imperfect,io
salivi,salire,verb_form,B1,to go up,imperfect,tu
saliva,salire,verb_form,B1,to go up,imperfect,lui/lei
salivamo,salire,verb_form,B1,to go up,imperfect,noi
salivate,salire,verb_form,B1,to go up,imperfect,voi
salivano,salire,verb_form,B1,to go up,imperfect,loro
salito,salire,verb_form,B1,to go up,past_participle,
salendo,salire,verb_form,B1,to go up,gerund,
salirò,salire,verb_form,B1,to go up,future,io
salirai,salire,verb_form,B1,to go up,future,tu
salirà,salire,verb_form,B1,to go up,future,lui/lei
saliremo,salire,verb_form,B1,to go up,future,noi
salirete,salire,verb_form,B1,to go up,future,voi
saliranno,salire,verb_form,B1,to go up,future,loro
salirei,salire,verb_form,B1,to go up,conditional,io
saliresti,salire,verb_form,B1,to go up,conditional,tu
salirebbe,salire,verb_form,B1,to go up,conditional,lui/lei
saliremmo,salire,verb_form,B1,to go up,conditional,noi
salireste,salire,verb_form,B1,to go up,conditional,voi
salirebbero,salire,verb_form,B1,to go up,conditional,loro
scendere,scendere,verb_form,B1,to go down,infinitive,
scendo,scendere,verb_form,B1,to go down,present,io
scendi,scendere,verb_form,B1,to go down,present,tu
scende,scendere,verb_form,B1,to go down,present,lui/lei
scendiamo,scendere,verb_form,B1,to go down,present,noi
scendete,scendere,verb_form,B1,to go down,present,voi
scendono,scendere,verb_form,B1,to go down,present,loro
scendevo,scendere,verb_form,B1,to go down,imperfect,io
scendevi,scendere,verb_form,B1,to go down,imperfect,tu
scendeva,scendere,verb_form,B1,to go down,imperfect,lui/lei
scendevamo,scendere,verb_form,B1,to go down,imperfect,noi
scendevate,scendere,verb_form,B1,to go down,imperfect,voi
scendevano,scendere,verb_form,B1,to go down,imperfect,loro
sceso,scendere,verb_form,B1,to go down,past_participle,
scendendo,scendere,verb_form,B1,to go down,gerund,
scenderò,scendere,verb_form,B1,to go down,future,io
scenderai,scendere,verb_form,B1,to go down,future,tu
scenderà,scendere,verb_form,B1,to go down,future,lui/lei
scenderemo,scendere,verb_form,B1,to go down,future,noi
scenderete,scendere,verb_form,B1,to go down,future,voi
scenderanno,scendere,verb_form,B1,to go down,future,loro
scenderei,scendere,verb_form,B1,to go down,conditional,io
scenderesti,scendere,verb_form,B1,to go down,conditional,tu
scenderebbe,scendere,verb_form,B1,to go down,conditional,lui/lei
scenderemmo,scendere,verb_form,B1,to go down,conditional,noi
scendereste,scendere,verb_form,B1,to go down,conditional,voi
scenderebbero,scendere,verb_form,B1,to go down,conditional,loro
tornare,tornare,verb_form,B1,to return,infinitive,
torno,tornare,verb_form,B1,to return,present,io
torni,tornare,verb_form,B1,to return,present,tu
torna,tornare,verb_form,B1,to return,present,lui/lei
torniamo,tornare,verb_form,B1,to return,present,noi
tornate,tornare,verb_form,B1,to return,present,voi
tornano,tornare,verb_form,B1,to return,present,loro
tornavo,tornare,verb_form,B1,to return,imperfect,io
tornavi,tornare,verb_form,B1,to return,imperfect,tu
tornava,tornare,verb_form,B1,to return,imperfect,lui/lei
tornavamo,tornare,verb_form,B1,to return,imperfect,noi
tornavate,tornare,verb_form,B1,to return,imperfect,voi
tornavano,tornare,verb_form,B1,to return,imperfect,loro
tornato,tornare,verb_form,B1,to return,past_participle,
tornando,tornare,verb_form,B1,to return,gerund,
tornerò,tornare,verb_form,B1,to return,future,io
tornerai,tornare,verb_form,B1,to return,future,tu
tornerà,tornare,verb_form,B1,to return,future,lui/lei
torneremo,tornare,verb_form,B1,to return,future,noi
tornerete,tornare,verb_form,B1,to return,future,voi
torneranno,tornare,verb_form,B1,to return,future,loro
tornerei,tornare,verb_form,B1,to return,conditional,io
torneresti,tornare,verb_form,B1,to return,conditional,tu
tornerebbe,tornare,verb_form,B1,to return,conditional,lui/lei
torneremmo,tornare,verb_form,B1,to return,conditional,noi
tornereste,tornare,verb_form,B1,to return,conditional,voi
tornerebbero,tornare,verb_form,B1,to return,conditional,loro
restare,restare,verb_form,B1,to stay / to remain,infinitive,
resto,restare,verb_form,B1,to stay / to remain,present,io
resti,restare,verb_form,B1,to stay / to remain,present,tu
resta,restare,verb_form,B1,to stay / to remain,present,lui/lei
restiamo,restare,verb_form,B1,to stay / to remain,present,noi
restate,restare,verb_form,B1,to stay / to remain,present,voi
restano,restare,verb_form,B1,to stay / to remain,present,loro
restavo,restare,verb_form,B1,to stay / to remain,imperfect,io
restavi,restare,verb_form,B1,to stay / to remain,imperfect,tu
restava,restare,verb_form,B1,to stay / to remain,imperfect,lui/lei
restavamo,restare,verb_form,B1,to stay / to remain,imperfect,noi
restavate,restare,verb_form,B1,to stay / to remain,imperfect,voi
restavano,restare,verb_form,B1,to stay / to remain,imperfect,loro
restato,restare,verb_form,B1,to stay / to remain,past_participle,
restando,restare,verb_form,B1,to stay / to remain,gerund,
resterò,restare,verb_form,B1,to stay / to remain,future,io
resterai,restare,verb_form,B1,to stay / to remain,future,tu
resterà,restare,verb_form,B1,to stay / to remain,future,lui/lei
resteremo,restare,verb_form,B1,to stay / to remain,future,noi
resterete,restare,verb_form,B1,to stay / to remain,future,voi
resteranno,restare,verb_form,B1,to stay / to remain,future,loro
resterei,restare,verb_form,B1,to stay / to remain,conditional,io
resteresti,restare,verb_form,B1,to stay / to remain,conditional,tu
resterebbe,restare,verb_form,B1,to stay / to remain,conditional,lui/lei
resteremmo,restare,verb_form,B1,to stay / to remain,conditional,noi
restereste,restare,verb_form,B1,to stay / to remain,conditional,voi
resterebbero,restare,verb_form,B1,to stay / to remain,conditional,loro
passare,passare,verb_form,B1,to pass / to spend (time),infinitive,
passo,passare,verb_form,B1,to pass / to spend (time),present,io
passi,passare,verb_form,B1,to pass / to spend (time),present,tu
passa,passare,verb_form,B1,to pass / to spend (time),present,lui/lei
passiamo,passare,verb_form,B1,to pass / to spend (time),present,noi
passate,passare,verb_form,B1,to pass / to spend (time),present,voi
passano,passare,verb_form,B1,to pass / to spend (time),present,loro
passavo,passare,verb_form,B1,to pass / to spend (time),imperfect,io
passavi,passare,verb_form,B1,to pass / to spend (time),imperfect,tu
passava,passare,verb_form,B1,to pass / to spend (time),imperfect,lui/lei
passavamo,passare,verb_form,B1,to pass / to spend (time),imperfect,noi
passavate,passare,verb_form,B1,to pass / to spend (time),imperfect,voi
passavano,passare,verb_form,B1,to pass / to spend (time),imperfect,loro
passato,passare,verb_form,B1,to pass / to spend (time),past_participle,
passando,passare,verb_form,B1,to pass / to spend (time),gerund,
passerò,passare,verb_form,B1,to pass / to spend (time),future,io
passerai,passare,verb_form,B1,to pass / to spend (time),future,tu
passerà,passare,verb_form,B1,to pass / to spend (time),future,lui/lei
passeremo,passare,verb_form,B1,to pass / to spend (time),future,noi
passerete,passare,verb_form,B1,to pass / to spend (time),future,voi
passeranno,passare,verb_form,B1,to pass / to spend (time),future,loro
passerei,passare,verb_form,B1,to pass / to spend (time),conditional,io
passeresti,passare,verb_form,B1,to pass / to spend (time),conditional,tu
passerebbe,passare,verb_form,B1,to pass / to spend (time),conditional,lui/lei
passeremmo,passare,verb_form,B1,to pass / to spend (time),conditional,noi
passereste,passare,verb_form,B1,to pass / to spend (time),conditional,voi
passerebbero,passare,verb_form,B1,to pass / to spend (time),conditional,loro
fermare,fermare,verb_form,B1,to stop,infinitive,
fermo,fermare,verb_form,B1,to stop,present,io
fermi,fermare,verb_form,B1,to stop,present,tu
ferma,fermare,verb_form,B1,to stop,present,lui/lei
fermiamo,fermare,verb_form,B1,to stop,present,noi
fermate,fermare,verb_form,B1,to stop,present,voi
fermano,fermare,verb_form,B1,to stop,present,loro
fermavo,fermare,verb_form,B1,to stop,imperfect,io
fermavi,fermare,verb_form,B1,to stop,imperfect,tu
fermava,fermare,verb_form,B1,to stop,imperfect,lui/lei
fermavamo,fermare,verb_form,B1,to stop,imperfect,noi
fermavate,fermare,verb_form,B1,to stop,imperfect,voi
fermavano,fermare,verb_form,B1,to stop,imperfect,loro
fermato,fermare,verb_form,B1,to stop,past_participle,
fermando,fermare,verb_form,B1,to stop,gerund,
fermerò,fermare,verb_form,B1,to stop,future,io
fermerai,fermare,verb_form,B1,to stop,future,tu
fermerà,fermare,verb_form,B1,to stop,future,lui/lei
fermeremo,fermare,verb_form,B1,to stop,future,noi
fermerete,fermare,verb_form,B1,to stop,future,voi
fermeranno,fermare,verb_form,B1,to stop,future,loro
fermerei,fermare,verb_form,B1,to stop,conditional,io
fermeresti,fermare,verb_form,B1,to stop,conditional,tu
fermerebbe,fermare,verb_form,B1,to stop,conditional,lui/lei
fermeremmo,fermare,verb_form,B1,to stop,conditional,noi
fermereste,fermare,verb_form,B1,to stop,conditional,voi
fermerebbero,fermare,verb_form,B1,to stop,conditional,loro
capitare,capitare,verb_form,B1,to happen,infinitive,
capito,capitare,verb_form,B1,to happen,present,io
capiti,capitare,verb_form,B1,to happen,present,tu
capita,capitare,verb_form,B1,to happen,present,lui/lei
capitiamo,capitare,verb_form,B1,to happen,present,noi
capitate,capitare,verb_form,B1,to happen,present,voi
capitano,capitare,verb_form,B1,to happen,present,loro
capitavo,capitare,verb_form,B1,to happen,imperfect,io
capitavi,capitare,verb_form,B1,to happen,imperfect,tu
capitava,capitare,verb_form,B1,to happen,imperfect,lui/lei
capitavamo,capitare,verb_form,B1,to happen,imperfect,noi
capitavate,capitare,verb_form,B1,to happen,imperfect,voi
capitavano,capitare,verb_form,B1,to happen,imperfect,loro
capitato,capitare,verb_form,B1,to happen,past_participle,
capitando,capitare,verb_form,B1,to happen,gerund,
capiterò,capitare,verb_form,B1,to happen,future,io
capiterai,capitare,verb_form,B1,to happen,future,tu
capiterà,capitare,verb_form,B1,to happen,future,lui/lei
capiteremo,capitare,verb_form,B1,to happen,future,noi
capiterete,capitare,verb_form,B1,to happen,future,voi
capiteranno,capitare,verb_form,B1,to happen,future,loro
capiterei,capitare,verb_form,B1,to happen,conditional,io
capiteresti,capitare,verb_form,B1,to happen,conditional,tu
capiterebbe,capitare,verb_form,B1,to happen,conditional,lui/lei
capiteremmo,capitare,verb_form,B1,to happen,conditional,noi
capitereste,capitare,verb_form,B1,to happen,conditional,voi
capiterebbero,capitare,verb_form,B1,to happen,conditional,loro
succedere,succedere,verb_form,B1,to happen,infinitive,
succedo,succedere,verb_form,B1,to happen,present,io
succedi,succedere,verb_form,B1,to happen,present,tu
succede,succedere,verb_form,B1,to happen,present,lui/lei
succediamo,succedere,verb_form,B1,to happen,present,noi
succedete,succedere,verb_form,B1,to happen,present,voi
succedono,succedere,verb_form,B1,to happen,present,loro
succedevo,succedere,verb_form,B1,to happen,imperfect,io
succedevi,succedere,verb_form,B1,to happen,imperfect,tu
succedeva,succedere,verb_form,B1,to happen,imperfect,lui/lei
succedevamo,succedere,verb_form,B1,to happen,imperfect,noi
succedevate,succedere,verb_form,B1,to happen,imperfect,voi
succedevano,succedere,verb_form,B1,to happen,imperfect,loro
succeduto,succedere,verb_form,B1,to happen,past_participle,
succedendo,succedere,verb_form,B1,to happen,gerund,
succederò,succedere,verb_form,B1,to happen,future,io
succederai,succedere,verb_form,B1,to happen,future,tu
succederà,succedere,verb_form,B1,to happen,future,lui/lei
succederemo,succedere,verb_form,B1,to happen,future,noi
succederete,succedere,verb_form,B1,to happen,future,voi
succederanno,succedere,verb_form,B1,to happen,future,loro
succederei,succedere,verb_form,B1,to happen,conditional,io
succederesti,succedere,verb_form,B1,to happen,conditional,tu
succederebbe,succedere,verb_form,B1,to happen,conditional,lui/lei
succederemmo,succedere,verb_form,B1,to happen,conditional,noi
succedereste,succedere,verb_form,B1,to happen,conditional,voi
succederebbero,succedere,verb_form,B1,to happen,conditional,loro
ricordarsi,ricordarsi,verb_form,B1,to remember,infinitive,
dimenticarsi,dimenticarsi,verb_form,B1,to forget,infinitive,
spaventare,spaventare,verb_form,B1,to scare,infinitive,
spavento,spaventare,verb_form,B1,to scare,present,io
spaventi,spaventare,verb_form,B1,to scare,present,tu
spaventa,spaventare,verb_form,B1,to scare,present,lui/lei
spaventiamo,spaventare,verb_form,B1,to scare,present,noi
spaventate,spaventare,verb_form,B1,to scare,present,voi
spaventano,spaventare,verb_form,B1,to scare,present,loro
spaventavo,spaventare,verb_form,B1,to scare,imperfect,io
spaventavi,spaventare,verb_form,B1,to scare,imperfect,tu
spaventava,spaventare,verb_form,B1,to scare,imperfect,lui/lei
spaventavamo,spaventare,verb_form,B1,to scare,imperfect,noi
spaventavate,spaventare,verb_form,B1,to scare,imperfect,voi
spaventavano,spaventare,verb_form,B1,to scare,imperfect,loro
spaventato,spaventare,verb_form,B1,to scare,past_participle,
spaventando,spaventare,verb_form,B1,to scare,gerund,
spaventerò,spaventare,verb_form,B1,to scare,future,io
spaventerai,spaventare,verb_form,B1,to scare,future,tu
spaventerà,spaventare,verb_form,B1,to scare,future,lui/lei
spaventeremo,spaventare,verb_form,B1,to scare,future,noi
spaventerete,spaventare,verb_form,B1,to scare,future,voi
spaventeranno,spaventare,verb_form,B1,to scare,future,loro
spaventerei,spaventare,verb_form,B1,to scare,conditional,io
spaventeresti,spaventare,verb_form,B1,to scare,conditional,tu
spaventerebbe,spaventare,verb_form,B1,to scare,conditional,lui/lei
spaventeremmo,spaventare,verb_form,B1,to scare,conditional,noi
spaventereste,spaventare,verb_form,B1,to scare,conditional,voi
spaventerebbero,spaventare,verb_form,B1,to scare,conditional,loro
preoccupare,preoccupare,verb_form,B1,to worry,infinitive,
preoccupo,preoccupare,verb_form,B1,to worry,present,io
preoccupi,preoccupare,verb_form,B1,to worry,present,tu
preoccupa,preoccupare,verb_form,B1,to worry,present,lui/lei
preoccupiamo,preoccupare,verb_form,B1,to worry,present,noi
preoccupate,preoccupare,verb_form,B1,to worry,present,voi
preoccupano,preoccupare,verb_form,B1,to worry,present,loro
preoccupavo,preoccupare,verb_form,B1,to worry,imperfect,io
preoccupavi,preoccupare,verb_form,B1,to worry,imperfect,tu
preoccupava,preoccupare,verb_form,B1,to worry,imperfect,lui/lei
preoccupavamo,preoccupare,verb_form,B1,to worry,imperfect,noi
preoccupavate,preoccupare,verb_form,B1,to worry,imperfect,voi
preoccupavano,preoccupare,verb_form,B1,to worry,imperfect,loro
preoccupato,preoccupare,verb_form,B1,to worry,past_participle,
preoccupando,preoccupare,verb_form,B1,to worry,gerund,
preoccuperò,preoccupare,verb_form,B1,to worry,future,io
preoccuperai,preoccupare,verb_form,B1,to worry,future,tu
preoccuperà,preoccupare,verb_form,B1,to worry,future,lui/lei
